"Timestamp","Aimeriez-vous en savoir plus sur... [La biologie]","Aimeriez-vous en savoir plus sur... [La biologie de synthèse]","Aimeriez-vous en savoir plus sur... [Les jeux vidéo]","Aimeriez-vous en savoir plus sur... [L'ingénierie]","Avez-vous déjà joué à Hero.Coli ?","Quel âge avez-vous ?"," [Quel est votre sexe ?]"," [Vous intéressez-vous aux jeux vidéo ?]"," [Vous intéressez-vous à la biologie ?]"," [Combien de temps avez-vous étudié la biologie ?]"," [Jouez-vous aux jeux vidéo ?]"," [Avant Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ou des BioBriques ?]","Êtes-vous volontaire pour contribuer à notre étude en répondant à 9 questions supplémentaires ? (5 min)"," [Vous êtes-vous amusé en jouant au jeu ?]"," [Pour modifier les capacités de la bactérie il faut...]"," [Que sont les BioBriques et les constructions ?]"," [Trouvez l'antibiotique :]","Les BioBriques : [Le Plasmide est...]","Les BioBriques : [Représente la fin d'une construction...]","Les BioBriques : [Le Promoteur est...]","Les BioBriques : [Représente la capacité fournie...]","Les BioBriques : [Le Terminateur est...]","Les BioBriques : [Code une protéine...]","Les BioBriques : [Le RBS est...]","Les BioBriques : [Peut représenter la GFP...]","Les BioBriques : [La Séquence Codante est...]","Les BioBriques : [Contrôle quand la construction est active...]","Les BioBriques : [Contrôle le niveau d'expression, et donc à quel point la capacité est affectée...]","Les BioBriques : [Permet d'équiper une construction supplémentaire...]","Les BioBriques : [L'Opérateur est...]"," [construction 1]"," [construction 2]"," [construction 3]"," [construction 4]"," [construction 5]"," [construction 6]"," [construction 7]"," [construction 8]"," [Quand la fluorescence verte se produit-elle ?]"," [Que se passe-t-il quand on enlève la construction génétique de déplacement ?]","Dernière question. La page suivante ne contient que les remarques. [Imaginez : vous venez d'assembler une construction fonctionnelle qui contient un promoteur induit à l'arabinose et une séquence codante (CDS) pour l'arabinose. Que se passe-t-il ?]","Vous pouvez ajouter des remarques ici.","⚠ Ne pas modifier"
"2018/04/20 5:10:10 PM GMT+2","Beaucoup","Beaucoup","Moyennement","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Je ne sais pas","Je ne sais pas","","7d3c1dd4-bd07-4501-8cf0-9e85a9a2790c"
"2018/04/20 5:13:24 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Ramasser des nanorobots","Des séquences d'ARN","Arabinose","2","Aucun de ces éléments","1","4","Aucun de ces éléments","3","Je ne sais pas","1","3","4","4","5","1","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Rien","Elle n'est active que dans les nuages d'arabinose.","","5a0be539-f281-451c-b7f2-a63de0594947"
"2018/04/20 5:13:59 PM GMT+2","Un peu","Pas du tout","Beaucoup","Pas du tout","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Je ne sais pas","GFP","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","1","Je ne sais pas","3","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","2","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","","43620331-f715-42be-b915-1eaa0b3e2b08"
"2018/04/20 5:33:48 PM GMT+2","Pas du tout","Pas du tout","Énormément","Pas du tout","Non / pas encore","11","Femme","Beaucoup","Pas du tout","Jamais, pas même au collège","Moyennement","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9d09b624-c719-446b-a738-e7059dd1a8f4"
"2018/04/20 5:40:14 PM GMT+2","Beaucoup","Beaucoup","Énormément","Moyennement","Non / pas encore","28","Homme","Beaucoup","Pas du tout","Jusqu'au brevet","Beaucoup","Non","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","6d8206cf-51e3-416f-a6d9-47de3c982a9a"
"2018/04/20 5:40:28 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Non / pas encore","28","Femme","Un peu","Un peu","Jusqu'au bac","Pas du tout","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","a229dbd5-de78-4abe-bfcc-1716c1dff00f"
"2018/04/20 5:44:10 PM GMT+2","Moyennement","Beaucoup","Moyennement","Énormément","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","Je trouve qu'on est bloque tres vite dans l'apprentissage par des problemes lies a du labyrinthe pur, et cela bloque pour ma part completement le jeu. peut être dû au fait que je ne pratique jamais de jeu video, et donc je n'ai aucun comportement reflexe lies aux jeux videos, et je me m'impatiente en ne voyant pas comment sortir de situations de blocages.
je pense qu'il faudrait un module d'explication avant de commencer à jouer pour comprendre un peu quelles sont les possibilites de customisations de la bactérie, AVANT de jouer.","7d3c1dd4-bd07-4501-8cf0-9e85a9a2790c"
"2018/04/20 5:47:30 PM GMT+2","Beaucoup","Moyennement","Moyennement","Beaucoup","Non / pas encore","11","Femme","Un peu","Un peu","Jamais, pas même au collège","Un peu","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9d09b624-c719-446b-a738-e7059dd1a8f4"
"2018/04/20 5:59:06 PM GMT+2","Énormément","Énormément","Énormément","Moyennement","Non / pas encore","50","Homme","Un peu","Moyennement","Jusqu'au bac","Un peu","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88f129ac-3cfa-4c44-b962-c4a4f5ac56e2"
"2018/04/20 6:32:06 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ARN","Ampicilline","5","3","2","4","1","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Rien","Je ne sais pas","","6d8206cf-51e3-416f-a6d9-47de3c982a9a"
"2018/04/20 6:32:51 PM GMT+2","Moyennement","Un peu","Un peu","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Un peu","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","Aucun de ces éléments","2","4","Aucun de ces éléments","1","Je ne sais pas","Je ne sais pas","Aucun de ces éléments","Je ne sais pas","4","Aucun de ces éléments","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle ne produit rien puisqu'elle s'induit elle-même","","a229dbd5-de78-4abe-bfcc-1716c1dff00f"
"2018/04/21 12:27:55 AM GMT+2","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Non / pas encore","19","Femme","Beaucoup","Beaucoup","Jusqu'à la license","Beaucoup","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0ea13bf8-7e7b-4ca7-bb39-7b221ea65835"
"2018/04/21 2:07:31 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Je ne sais pas","Je ne sais pas","","1c440936-57e6-41ec-84c0-97301fc27d8f"
"2018/04/21 2:08:19 PM GMT+2","Beaucoup","Beaucoup","Moyennement","Moyennement","Non / pas encore","42","Homme","Pas du tout","Moyennement","Jusqu'au brevet","Pas du tout","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","138d0fd5-f669-45f2-b26b-4c6856dfd923"
"2018/04/21 2:12:36 PM GMT+2","Beaucoup","Beaucoup","Un peu","Un peu","Non / pas encore","48","Homme","Énormément","Moyennement","Au moins jusqu'au master","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","d54c1e02-5058-4a7b-822c-b94b1aa5437e"
"2018/04/21 3:00:52 PM GMT+2","Moyennement","Moyennement","Beaucoup","Beaucoup","Non / pas encore","15","Homme","Beaucoup","Moyennement","Jusqu'au bac","Énormément","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Ampicilline","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","c27daf06-3a56-4b68-999c-d6f451a98e69"
"2018/04/21 3:03:03 PM GMT+2","Beaucoup","Beaucoup","Un peu","Un peu","Non / pas encore","29","Femme","Un peu","Beaucoup","Jusqu'au bac","Un peu","Oui, mais je ne sais pas exactement ce que c'est","Oui","Un peu","Modifier l'ADN de la bactérie","Je ne sais pas","Ampicilline","3","3","5","Je ne sais pas","1","Aucun de ces éléments","5","4","2","2","Je ne sais pas","1","2","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle ne produit rien puisqu'elle s'induit elle-même","question claire mais pour les spécialistes des sciences ","f3035b1b-58a7-4a69-96f8-d1b5337beb66"
"2018/04/21 3:12:20 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","4","Aucun de ces éléments","1","4","Aucun de ces éléments","2","4","1","2","5","5","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, tout le temps","Les flagelles disparaissent l'un après l'autre, rapidement","Elle n'est active que dans les nuages d'arabinose.","","1c440936-57e6-41ec-84c0-97301fc27d8f"
"2018/04/21 3:13:46 PM GMT+2","Moyennement","Moyennement","Un peu","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Ramasser des nanorobots","Des séquences d'ADN","Ampicilline","5","1","4","4","1","Aucun de ces éléments","Aucun de ces éléments","Je ne sais pas","1","Aucun de ces éléments","4","Aucun de ces éléments","1","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte en présence d'inducteur arabinose","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Devant les portes, quand la construction GFP est équipée","Rien","Je ne sais pas","","138d0fd5-f669-45f2-b26b-4c6856dfd923"
"2018/04/21 3:14:31 PM GMT+2","Beaucoup","Beaucoup","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","Aucun de ces éléments","1","4","1","4","3","3","Je ne sais pas","2","4","3","3","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","d54c1e02-5058-4a7b-822c-b94b1aa5437e"
"2018/04/21 3:21:45 PM GMT+2","Un peu","Un peu","Énormément","Un peu","Non / pas encore","12","Homme","Énormément","Pas du tout","Jamais, pas même au collège","Beaucoup","Oui, mais je ne sais pas exactement ce que c'est","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","je n set tjrs ps tester le jeux mais : je pense qu'il alère bien ","c959cf5e-4f69-4990-a662-cd355ca85cf7"
"2018/04/21 3:25:12 PM GMT+2","Beaucoup","Moyennement","Moyennement","Un peu","Je viens d'y jouer pour la première fois","","","","","","","","","Moyennement","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","4","1","2","4","1","1","5","5","2","2","Je ne sais pas","2","3","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence d'inducteur arabinose","Les briques ne sont pas dans le bon ordre","Elle permet de résister aux antibiotiques","Les briques ne sont pas dans le bon ordre","Elle produit la fluorescence verte","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Elle produit de plus en plus d'arabinose après avoir été induite, puisqu'elle s'induit elle-même.","","9d09b624-c719-446b-a738-e7059dd1a8f4"
"2018/04/21 3:27:48 PM GMT+2","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Non / pas encore","55","Homme","Moyennement","Moyennement","Jusqu'au bac","Moyennement","Non","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","2740572c-d3e1-441c-a957-78cc8bae56d2"
"2018/04/21 3:32:03 PM GMT+2","Pas du tout","Un peu","Un peu","Pas du tout","Non / pas encore","14","Femme","Un peu","Un peu","Jamais, pas même au collège","Un peu","Oui, mais je ne sais pas exactement ce que c'est","Oui","Ne s'applique pas : pas encore joué","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","4","Je ne sais pas","5","1","2","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","3","2","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","La bactérie meurt","Je ne sais pas","pour ma pare la biologie ce n'est  pas trop mon truc ","ec27bb65-ec49-46c3-a8b6-0c58a801b843"
"2018/04/21 3:42:19 PM GMT+2","Moyennement","Moyennement","Beaucoup","Beaucoup","Je viens d'y jouer pour la première fois","","","","","","","","","Beaucoup","Modifier l'ADN de la bactérie","Des séquences d'ADN","Ampicilline","5","1","Je ne sais pas","3","1","2","Je ne sais pas","3","Je ne sais pas","Je ne sais pas","4","5","Je ne sais pas","Les briques ne sont pas dans le bon ordre","Elle permet de se déplacer plus vite","Elle produit la fluorescence verte","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Les briques ne sont pas dans le bon ordre","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","c27daf06-3a56-4b68-999c-d6f451a98e69"
"2018/04/21 3:48:24 PM GMT+2","Moyennement","Moyennement","Moyennement","Moyennement","Je viens d'y jouer pour la première fois","","","","","","","","","Pas du tout","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","","2740572c-d3e1-441c-a957-78cc8bae56d2"
"2018/04/21 3:53:35 PM GMT+2","Moyennement","Moyennement","Beaucoup","Un peu","Non / pas encore","12","Femme","Beaucoup","Un peu","Jamais, pas même au collège","Moyennement","Non","Non","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bfe573c5-4a87-4a2d-a0e8-a5f12e491735"
