,Timestamp,Are you interested in learning more about...Biology,Are you interested in learning more about...Synthetic biology,Are you interested in learning more about...Video games,Are you interested in learning more about...Engineering,Have you ever played Hero.Coli?,How old are you?,What is your gender?,Are you interested in video games?,Are you interested in biology?,How long have you studied biology?,Do you play video games?,"Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?",Do you volunteer to contribute to our study by answering 9 more questions? (5 min),Did you enjoy playing the game?,"In order to modify the abilities of the bacterium, you have to...",What are BioBricks and devices?,Find the antibiotic:,Plasmid is...,Represents the end of a device... TER,Promoter is...,Represents the ability given... CDS,Terminator is...,Codes a protein... CDS,RBS is...,Can represent GFP... CDS,Coding Sequence is...,Controls when the device is active... PR,"Controls the level of expression, and thus how much the ability will be affected... RBS",Makes it possible to equip an additional device. PLASMID,Operator is... XXX,What does this device do? RBS:PCONS:FLHDC:TER XXX,What does this device do? PCONS:RBS:FLHDC:TER,What does this device do? PBAD:RBS:GFP:TER,What does this device do? PBAD:GFP:TBS:TER XXX,What does this device do? GFP:RBS:PCONS:TER XXX,What does this device do? PCONS:GFP:RBS:TER XXX,What does this device do? AMPR:RBS:PCONS:TER XXX,What does this device do? RBS:PCONS:AMPR:TER XXX,When does green fluorescence happen?,What happens when you unequip the movement device?,Last question. Next page only contains remarks.Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?,You can write down remarks here.,userId,Language,Temporality
68,2018-04-06 23:04:24+00:00,Moderately,Extremely,Not at all,Moderately,No / not yet,37,Male,Slightly,A lot,At least until master's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c9dcf74-1485-4b5c-bd15-cd343fe46548,en,undefined
69,2018-04-06 23:09:05+00:00,A lot,Extremely,Slightly,Moderately,No / not yet,37,Male,Slightly,A lot,At least until master's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30748a56-964c-463a-b43c-4278b5960062,en,undefined
70,2018-04-07 02:32:53+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,27,Male,Moderately,Extremely,Until bachelor's degree,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918e97fc-e852-4b88-8535-3b09e5f64b58,en,undefined
71,2018-04-07 02:46:19+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,7,Prefer not to say,Extremely,Extremely,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9919be0e-71ce-4ebf-91a0-ae15dea1c747,en,undefined
72,2018-04-07 02:48:02+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,7,Prefer not to say,Extremely,Extremely,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9919be0e-71ce-4ebf-91a0-ae15dea1c747,en,undefined
73,2018-04-07 13:03:21+00:00,A lot,A lot,A lot,A lot,No / not yet,18,Male,Moderately,Extremely,Until the end of high school,A lot,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,1,I don't know,I don't know,I don't know,4,I don't know,3,I don't know,I don't know,2,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It produces nothing since it induces itself,,561cdce8-0cdf-4aee-ae5b-fd3356e75ffa,en,undefined
74,2018-04-07 13:13:57+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,18,Male,Extremely,Extremely,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a895063-fcd5-444d-855f-64587fbb9704,en,undefined
75,2018-04-07 21:46:18+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,15,Female,Slightly,Slightly,Until the end of middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c90a724-1622-4676-8d93-9181ac733a80,en,undefined
76,2018-04-08 03:53:12+00:00,A lot,Moderately,Extremely,Slightly,No / not yet,20,Male,A lot,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51a7ef3f-3f0d-4f91-ae53-88d7eda61840,en,undefined
77,2018-04-08 06:00:48+00:00,A lot,A lot,Moderately,A lot,No / not yet,37,Female,Moderately,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,None of these,1,None of these,4,1,5,None of these,2,5,None of these,4,2,None of these,The bricks are not well-ordered,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates antibiotic resistance,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,The bricks are not well-ordered,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,5ba053c0-f156-4630-a9fe-c983f6735b5e,en,undefined
78,2018-04-08 14:56:58+00:00,A lot,A lot,A lot,A lot,I just played for the first time,,,,,,,,,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,9d4fc39a-512b-434a-8c9a-062386329a80,en,undefined
79,2018-04-08 15:55:50+00:00,Extremely,A lot,A lot,Moderately,No / not yet,25,Prefer not to say,A lot,Extremely,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebedd993-94a3-4647-b43a-9516b1639ca8,en,undefined
80,2018-04-08 16:30:07+00:00,A lot,Slightly,A lot,A lot,No / not yet,24,Prefer not to say,A lot,Moderately,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea0bd51b-a9fd-41a1-b9c8-966739cd3252,en,undefined
81,2018-04-08 17:02:38+00:00,A lot,A lot,Moderately,Moderately,No / not yet,28,Female,Slightly,A lot,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,62f601ab-d533-4451-a0e8-7f1545a3edde,en,undefined
82,2018-04-08 18:31:59+00:00,Slightly,Moderately,Extremely,Moderately,No / not yet,15,Male,Extremely,Slightly,Until the end of middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56778554-f1e9-4135-97de-ff70a6badfa3,en,undefined
83,2018-04-08 20:38:53+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,9,Prefer not to say,Extremely,Extremely,Not even in middle school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dcbd49f-d55e-4665-8bba-f835bcbb0ba9,en,undefined
84,2018-04-09 00:18:15+00:00,Extremely,Extremely,A lot,A lot,No / not yet,17,Male,A lot,Extremely,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4f11759-eb3a-424a-b0c4-9df3878254bb,en,undefined
85,2018-04-09 10:50:47+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,40,Male,Moderately,Moderately,Until the end of high school,Not at all,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7be5fe32-4fd0-429d-8cb2-fcde6b14ac44,en,undefined
86,2018-04-09 14:39:55+00:00,Moderately,Not at all,Extremely,Moderately,No / not yet,18,Male,Extremely,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e20f2079-4377-4b72-bf78-a54568e19f1e,en,undefined
87,2018-04-09 17:16:46+00:00,A lot,Extremely,Moderately,A lot,I played it some time ago,20,Male,Moderately,A lot,Until bachelor's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f3f4ac9-7df2-4e08-a4f8-88ede0989703,en,undefined
88,2018-04-10 00:50:20+00:00,Extremely,Extremely,Not at all,Not at all,No / not yet,15,Prefer not to say,Slightly,Extremely,Until the end of middle school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1aa2ae8-226d-44f9-8113-731ac274f006,en,undefined
89,2018-04-10 13:59:05+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,23,Female,Extremely,A lot,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c84b252-0384-4e01-a383-434bfa4809da,en,undefined
90,2018-04-10 16:20:43+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,6,Male,Extremely,A lot,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40190ac5-c7b4-4b92-982d-018f1e8f46e0,en,undefined
91,2018-04-10 16:27:40+00:00,Moderately,Moderately,Slightly,Slightly,No / not yet,27,Female,Slightly,A lot,Until bachelor's degree,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,33e5ad8b-240a-4498-97f0-34bba87e4e22,en,undefined
92,2018-04-10 22:17:33+00:00,A lot,A lot,Moderately,Slightly,No / not yet,24,Female,Not at all,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960e8ec-42b7-4769-b1b7-a6fd576c7729,en,undefined
93,2018-04-11 00:56:06+00:00,Extremely,Extremely,A lot,A lot,No / not yet,18,Male,A lot,Extremely,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It produces arabinose all the time,,8e8acb8f-c28c-4822-8209-781995b5067e,en,undefined
94,2018-04-11 01:33:59+00:00,Extremely,Extremely,A lot,A lot,I just played for the first time,,,,,,,,,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,5,1,1,2,1,3,4,2,3,2,4,5,4,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,"Very fun game, surprising to see how much I learned in a little amount of time.",8e8acb8f-c28c-4822-8209-781995b5067e,en,undefined
95,2018-04-11 02:08:20+00:00,Slightly,Not at all,Extremely,A lot,No / not yet,32,Male,Extremely,Moderately,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071217d3-ecdd-45ee-987c-010900629fe7,en,undefined
96,2018-04-11 02:10:26+00:00,Moderately,Slightly,Slightly,Slightly,I played it some time ago,91,Female,Not at all,Not at all,Until the end of middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,31902fe1-9ae8-4bd3-b8e5-71286ab18eb7,en,undefined
97,2018-04-11 04:25:03+00:00,A lot,A lot,Slightly,Slightly,No / not yet,20,Female,Slightly,Slightly,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca5873a-f404-4901-83b9-f5a77ba0ee58,en,undefined
98,2018-04-11 04:26:10+00:00,A lot,A lot,Slightly,Slightly,No / not yet,20,Female,Slightly,Slightly,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca5873a-f404-4901-83b9-f5a77ba0ee58,en,undefined
99,2018-04-11 05:46:19+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,12,Female,Not at all,Not at all,Not even in middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f683961f-ae3b-4c05-824b-9f54fbf06840,en,undefined
100,2018-04-11 13:50:12+00:00,A lot,Moderately,A lot,Moderately,No / not yet,12,Male,A lot,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3fc1686-6802-4e36-9877-d1bb226a6f72,en,undefined
101,2018-04-11 13:56:28+00:00,A lot,Moderately,A lot,Moderately,No / not yet,23,Male,A lot,A lot,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5512e5b-08fa-41d8-bccb-699b7fb638fb,en,undefined
102,2018-04-12 08:05:46+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,48,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ad10897-b143-45f4-9a78-60ee4bcecc80,en,undefined
103,2018-04-12 17:10:58+00:00,A lot,A lot,Extremely,A lot,No / not yet,45,Male,Extremely,A lot,Until bachelor's degree,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c85179a-12f0-4c8b-910b-148ffffd9b08,en,undefined
104,2018-04-12 21:38:52+00:00,Slightly,Slightly,A lot,A lot,No / not yet,26,Male,Extremely,Slightly,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83f9205f-fd3e-4cf3-9b21-78268a0a804b,en,undefined
105,2018-04-12 21:42:12+00:00,Moderately,A lot,Extremely,A lot,No / not yet,28,Male,Extremely,A lot,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,86188001-5965-43c7-94a1-66da24609861,en,undefined
106,2018-04-12 22:05:37+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,18,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967c3d6e-e07c-453f-b503-6b02bcdca701,en,undefined
107,2018-04-13 07:36:14+00:00,A lot,Moderately,A lot,A lot,No / not yet,30,Female,A lot,A lot,At least until master's degree,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I came for the video game and I strictly never heard about synthetic biology before. I hope I'll discover that field with the game and/or after,62f795aa-d6ea-4126-8330-8a832b2e2160,en,undefined
108,2018-04-13 12:22:29+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,17,Male,Extremely,Extremely,Until the end of high school,A lot,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Amino-acids,Ampicillin,3,1,4,5,1,2,5,1,3,4,4,2,2,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,65255d0c-a86a-4662-b238-05da98fc4c99,en,undefined
109,2018-04-13 13:14:18+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,5,1,2,3,1,2,4,3,3,2,4,5,3,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,65255d0c-a86a-4662-b238-05da98fc4c99,en,undefined
110,2018-04-13 13:26:38+00:00,A lot,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Gather nanorobots,DNA sequences,Arabinose,I don't know,1,I don't know,None of these,1,2,I don't know,I don't know,3,None of these,None of these,5,4,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Nothing,"It produces more and more arabinose after being induced, because it induces itself",,ee70d80e-995d-437b-9808-c6a34cfad9be,en,undefined
111,2018-04-13 15:53:39+00:00,A lot,A lot,Slightly,Slightly,No / not yet,24,Other,Moderately,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,None of these,3,5,None of these,5,I don't know,I don't know,5,4,5,2,4,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,I don't know,Nothing,"It produces more and more arabinose after being induced, because it induces itself",,471f59d7-4f60-4c59-b051-e0b60c02f136,en,undefined
